,accidents
2151,-0.2371026526775934
399,-0.306324172236198
3900,-0.2371026526775934
585,-0.306324172236198
1418,-0.306324172236198
569,-0.306324172236198
22,-0.306324172236198
2646,-0.2371026526775934
1694,-0.306324172236198
683,5.718549303160633
2664,-0.2371026526775934
3406,-0.2371026526775934
138,-0.306324172236198
980,-0.306324172236198
319,-0.306324172236198
3358,-0.2371026526775934
1103,-0.306324172236198
205,-0.306324172236198
3285,3.9929765313757546
358,-0.306324172236198
1437,-0.306324172236198
96,-0.306324172236198
1221,-0.306324172236198
2083,-0.2371026526775934
3114,-0.2371026526775934
710,-0.306324172236198
129,-0.306324172236198
1549,-0.306324172236198
2167,-0.2371026526775934
1509,-0.306324172236198
3153,3.9929765313757546
1381,-0.306324172236198
2243,-0.2371026526775934
1828,-0.306324172236198
394,-0.306324172236198
3738,-0.2371026526775934
2977,-0.2371026526775934
2575,-0.2371026526775934
2274,-0.2371026526775934
3910,-0.2371026526775934
1342,-0.306324172236198
113,-0.306324172236198
17,2.7061125654622176
3729,-0.2371026526775934
2851,-0.2371026526775934
2249,-0.2371026526775934
1341,-0.306324172236198
992,-0.306324172236198
2612,-0.2371026526775934
1554,-0.306324172236198
3939,-0.2371026526775934
2848,3.9929765313757546
1494,-0.306324172236198
737,-0.306324172236198
3437,-0.2371026526775934
3839,-0.2371026526775934
2152,-0.2371026526775934
2056,-0.2371026526775934
372,-0.306324172236198
1172,-0.306324172236198
2,-0.306324172236198
2017,-0.2371026526775934
3986,-0.2371026526775934
2968,-0.2371026526775934
154,-0.306324172236198
3370,-0.2371026526775934
443,-0.306324172236198
1935,-0.306324172236198
2709,-0.2371026526775934
3962,-0.2371026526775934
3085,-0.2371026526775934
2411,-0.2371026526775934
415,-0.306324172236198
1823,-0.306324172236198
2315,-0.2371026526775934
1444,-0.306324172236198
1394,-0.306324172236198
3834,-0.2371026526775934
1946,-0.306324172236198
2556,-0.2371026526775934
1575,-0.306324172236198
2662,-0.2371026526775934
2917,3.9929765313757546
3794,-0.2371026526775934
1276,-0.306324172236198
387,-0.306324172236198
1608,-0.306324172236198
2629,-0.2371026526775934
3574,-0.2371026526775934
2099,-0.2371026526775934
2624,-0.2371026526775934
972,-0.306324172236198
2994,-0.2371026526775934
222,-0.306324172236198
3308,-0.2371026526775934
3478,-0.2371026526775934
2062,-0.2371026526775934
3412,-0.2371026526775934
3969,-0.2371026526775934
1435,-0.306324172236198
2271,3.9929765313757546
2696,-0.2371026526775934
3943,-0.2371026526775934
3832,-0.2371026526775934
3385,-0.2371026526775934
3401,-0.2371026526775934
694,-0.306324172236198
1557,2.7061125654622176
2659,-0.2371026526775934
3816,-0.2371026526775934
3864,-0.2371026526775934
1149,-0.306324172236198
3610,-0.2371026526775934
3830,-0.2371026526775934
3189,-0.2371026526775934
1467,-0.306324172236198
1855,2.7061125654622176
3340,-0.2371026526775934
670,2.7061125654622176
656,-0.306324172236198
2698,-0.2371026526775934
2171,-0.2371026526775934
3404,-0.2371026526775934
2090,-0.2371026526775934
1594,-0.306324172236198
3099,-0.2371026526775934
1395,-0.306324172236198
425,2.7061125654622176
3520,-0.2371026526775934
889,-0.306324172236198
2450,-0.2371026526775934
2203,-0.2371026526775934
204,-0.306324172236198
1831,-0.306324172236198
2123,-0.2371026526775934
2651,-0.2371026526775934
3,-0.306324172236198
2048,-0.2371026526775934
3054,3.9929765313757546
1814,-0.306324172236198
158,-0.306324172236198
2114,-0.2371026526775934
1019,-0.306324172236198
1698,-0.306324172236198
1578,-0.306324172236198
1439,-0.306324172236198
3003,-0.2371026526775934
1218,-0.306324172236198
133,-0.306324172236198
2277,-0.2371026526775934
3882,-0.2371026526775934
2890,-0.2371026526775934
2854,-0.2371026526775934
3971,3.9929765313757546
2306,-0.2371026526775934
1375,2.7061125654622176
2786,-0.2371026526775934
1801,-0.306324172236198
504,-0.306324172236198
775,-0.306324172236198
3129,-0.2371026526775934
1623,-0.306324172236198
3906,-0.2371026526775934
3993,-0.2371026526775934
3112,-0.2371026526775934
3301,-0.2371026526775934
3538,-0.2371026526775934
3175,-0.2371026526775934
797,-0.306324172236198
3000,-0.2371026526775934
1655,-0.306324172236198
107,2.7061125654622176
1757,-0.306324172236198
2992,3.9929765313757546
1460,-0.306324172236198
45,-0.306324172236198
3515,-0.2371026526775934
2214,-0.2371026526775934
3745,-0.2371026526775934
325,-0.306324172236198
571,-0.306324172236198
2895,-0.2371026526775934
1032,-0.306324172236198
2861,-0.2371026526775934
3602,-0.2371026526775934
3953,-0.2371026526775934
1818,-0.306324172236198
1100,-0.306324172236198
156,-0.306324172236198
2569,-0.2371026526775934
3095,-0.2371026526775934
1300,-0.306324172236198
3249,-0.2371026526775934
1970,-0.306324172236198
3511,-0.2371026526775934
1955,-0.306324172236198
1830,-0.306324172236198
719,-0.306324172236198
44,-0.306324172236198
866,-0.306324172236198
1555,-0.306324172236198
2499,-0.2371026526775934
2175,-0.2371026526775934
2238,-0.2371026526775934
1471,-0.306324172236198
1094,-0.306324172236198
1114,-0.306324172236198
35,-0.306324172236198
195,-0.306324172236198
2341,-0.2371026526775934
2073,-0.2371026526775934
3151,-0.2371026526775934
1943,-0.306324172236198
2299,-0.2371026526775934
942,-0.306324172236198
2761,-0.2371026526775934
2199,-0.2371026526775934
1581,-0.306324172236198
1326,-0.306324172236198
3545,-0.2371026526775934
2843,-0.2371026526775934
3851,-0.2371026526775934
3449,-0.2371026526775934
1531,-0.306324172236198
3362,-0.2371026526775934
1126,-0.306324172236198
354,-0.306324172236198
3747,-0.2371026526775934
2963,-0.2371026526775934
638,2.7061125654622176
3287,-0.2371026526775934
752,-0.306324172236198
2653,-0.2371026526775934
299,-0.306324172236198
2335,-0.2371026526775934
2584,-0.2371026526775934
1179,-0.306324172236198
1376,-0.306324172236198
3848,3.9929765313757546
2750,-0.2371026526775934
728,-0.306324172236198
777,-0.306324172236198
3106,-0.2371026526775934
3552,-0.2371026526775934
959,-0.306324172236198
1219,-0.306324172236198
940,-0.306324172236198
3297,-0.2371026526775934
3207,-0.2371026526775934
3593,-0.2371026526775934
2441,-0.2371026526775934
490,-0.306324172236198
58,-0.306324172236198
243,-0.306324172236198
91,-0.306324172236198
2490,-0.2371026526775934
3315,-0.2371026526775934
575,-0.306324172236198
3903,-0.2371026526775934
3043,-0.2371026526775934
2228,-0.2371026526775934
407,-0.306324172236198
2826,-0.2371026526775934
3965,-0.2371026526775934
3345,-0.2371026526775934
962,-0.306324172236198
2794,-0.2371026526775934
2644,-0.2371026526775934
487,-0.306324172236198
1291,2.7061125654622176
2537,-0.2371026526775934
2816,-0.2371026526775934
2321,-0.2371026526775934
3489,-0.2371026526775934
1388,-0.306324172236198
3465,-0.2371026526775934
1271,-0.306324172236198
2436,-0.2371026526775934
2678,-0.2371026526775934
3269,-0.2371026526775934
2045,-0.2371026526775934
2421,-0.2371026526775934
1973,-0.306324172236198
2687,-0.2371026526775934
3641,3.9929765313757546
2930,-0.2371026526775934
34,-0.306324172236198
2707,-0.2371026526775934
1203,-0.306324172236198
2739,-0.2371026526775934
1874,-0.306324172236198
1115,-0.306324172236198
2582,3.9929765313757546
3690,-0.2371026526775934
1916,-0.306324172236198
2237,-0.2371026526775934
3033,-0.2371026526775934
485,-0.306324172236198
3656,-0.2371026526775934
3862,-0.2371026526775934
136,-0.306324172236198
82,-0.306324172236198
887,-0.306324172236198
3799,-0.2371026526775934
919,-0.306324172236198
2989,3.9929765313757546
2947,-0.2371026526775934
2501,-0.2371026526775934
3402,-0.2371026526775934
445,-0.306324172236198
206,-0.306324172236198
1977,-0.306324172236198
297,-0.306324172236198
3877,-0.2371026526775934
3427,-0.2371026526775934
1258,-0.306324172236198
1971,-0.306324172236198
2991,-0.2371026526775934
65,2.7061125654622176
3788,-0.2371026526775934
1096,-0.306324172236198
3325,-0.2371026526775934
1484,-0.306324172236198
808,-0.306324172236198
1266,-0.306324172236198
3762,-0.2371026526775934
1521,-0.306324172236198
3533,-0.2371026526775934
165,-0.306324172236198
2839,-0.2371026526775934
3221,-0.2371026526775934
3372,-0.2371026526775934
695,-0.306324172236198
1050,-0.306324172236198
1457,-0.306324172236198
3192,-0.2371026526775934
1088,-0.306324172236198
1609,2.7061125654622176
2949,-0.2371026526775934
1433,2.7061125654622176
2044,-0.2371026526775934
74,-0.306324172236198
420,-0.306324172236198
3326,-0.2371026526775934
2406,-0.2371026526775934
391,2.7061125654622176
2701,3.9929765313757546
2586,-0.2371026526775934
2373,-0.2371026526775934
2440,-0.2371026526775934
2619,-0.2371026526775934
3076,-0.2371026526775934
976,-0.306324172236198
1738,-0.306324172236198
3734,-0.2371026526775934
1399,-0.306324172236198
89,-0.306324172236198
3266,-0.2371026526775934
3933,-0.2371026526775934
2068,-0.2371026526775934
2958,-0.2371026526775934
4003,-0.2371026526775934
1021,2.7061125654622176
1989,-0.306324172236198
2970,-0.2371026526775934
1551,-0.306324172236198
2035,-0.2371026526775934
1170,-0.306324172236198
2613,-0.2371026526775934
2109,-0.2371026526775934
2566,-0.2371026526775934
1722,-0.306324172236198
110,-0.306324172236198
1671,-0.306324172236198
3760,-0.2371026526775934
760,2.7061125654622176
2121,-0.2371026526775934
955,-0.306324172236198
1616,-0.306324172236198
2183,-0.2371026526775934
1864,-0.306324172236198
807,2.7061125654622176
412,-0.306324172236198
2060,-0.2371026526775934
2302,-0.2371026526775934
3279,-0.2371026526775934
3846,-0.2371026526775934
1023,-0.306324172236198
1197,-0.306324172236198
3026,-0.2371026526775934
1247,-0.306324172236198
3010,-0.2371026526775934
241,-0.306324172236198
1223,-0.306324172236198
1517,-0.306324172236198
1603,-0.306324172236198
2893,8.223055715429103
3353,-0.2371026526775934
1405,-0.306324172236198
1302,-0.306324172236198
2168,-0.2371026526775934
799,-0.306324172236198
2589,-0.2371026526775934
2124,-0.2371026526775934
1967,-0.306324172236198
84,-0.306324172236198
2721,-0.2371026526775934
2513,-0.2371026526775934
251,-0.306324172236198
1787,2.7061125654622176
1660,-0.306324172236198
3987,-0.2371026526775934
1363,-0.306324172236198
2289,-0.2371026526775934
2630,-0.2371026526775934
864,-0.306324172236198
970,-0.306324172236198
2058,-0.2371026526775934
259,-0.306324172236198
803,-0.306324172236198
123,-0.306324172236198
3078,-0.2371026526775934
3434,-0.2371026526775934
3814,-0.2371026526775934
771,-0.306324172236198
1678,-0.306324172236198
1893,-0.306324172236198
1742,-0.306324172236198
1386,-0.306324172236198
1673,-0.306324172236198
2192,-0.2371026526775934
3909,-0.2371026526775934
1928,-0.306324172236198
1392,-0.306324172236198
601,-0.306324172236198
2669,-0.2371026526775934
3759,-0.2371026526775934
3079,-0.2371026526775934
414,-0.306324172236198
3498,3.9929765313757546
2088,-0.2371026526775934
3230,-0.2371026526775934
3397,-0.2371026526775934
1922,-0.306324172236198
1827,-0.306324172236198
2244,-0.2371026526775934
1254,-0.306324172236198
1725,-0.306324172236198
3688,-0.2371026526775934
3639,-0.2371026526775934
717,-0.306324172236198
1409,-0.306324172236198
2680,-0.2371026526775934
1311,-0.306324172236198
2749,-0.2371026526775934
174,-0.306324172236198
1242,-0.306324172236198
1169,-0.306324172236198
3824,-0.2371026526775934
1932,-0.306324172236198
1534,-0.306324172236198
1483,2.7061125654622176
2251,-0.2371026526775934
3867,-0.2371026526775934
2311,-0.2371026526775934
3066,-0.2371026526775934
280,2.7061125654622176
369,-0.306324172236198
264,-0.306324172236198
2300,-0.2371026526775934
2286,-0.2371026526775934
3590,-0.2371026526775934
3354,3.9929765313757546
491,-0.306324172236198
515,-0.306324172236198
2557,-0.2371026526775934
1637,-0.306324172236198
1135,-0.306324172236198
1615,-0.306324172236198
1137,-0.306324172236198
2076,-0.2371026526775934
2583,3.9929765313757546
857,-0.306324172236198
2784,-0.2371026526775934
2563,-0.2371026526775934
938,-0.306324172236198
3062,-0.2371026526775934
3212,-0.2371026526775934
164,-0.306324172236198
2375,-0.2371026526775934
2740,-0.2371026526775934
1345,-0.306324172236198
1647,2.7061125654622176
1053,-0.306324172236198
275,2.7061125654622176
2773,-0.2371026526775934
3876,-0.2371026526775934
4020,-0.2371026526775934
1956,2.7061125654622176
525,-0.306324172236198
2020,-0.2371026526775934
2180,-0.2371026526775934
2872,-0.2371026526775934
1226,-0.306324172236198
1139,-0.306324172236198
2597,-0.2371026526775934
859,-0.306324172236198
1008,-0.306324172236198
2900,-0.2371026526775934
720,-0.306324172236198
2817,-0.2371026526775934
116,-0.306324172236198
2609,-0.2371026526775934
584,-0.306324172236198
3537,3.9929765313757546
1881,-0.306324172236198
1843,-0.306324172236198
3223,-0.2371026526775934
1146,-0.306324172236198
1755,-0.306324172236198
2394,-0.2371026526775934
3598,-0.2371026526775934
1566,-0.306324172236198
1234,-0.306324172236198
3333,-0.2371026526775934
1838,2.7061125654622176
1134,-0.306324172236198
287,-0.306324172236198
2525,-0.2371026526775934
3048,-0.2371026526775934
2080,-0.2371026526775934
1857,-0.306324172236198
2331,-0.2371026526775934
105,-0.306324172236198
840,-0.306324172236198
3276,-0.2371026526775934
873,-0.306324172236198
2195,-0.2371026526775934
1775,-0.306324172236198
2779,-0.2371026526775934
3812,-0.2371026526775934
431,-0.306324172236198
2657,-0.2371026526775934
2212,-0.2371026526775934
920,-0.306324172236198
2945,-0.2371026526775934
1177,-0.306324172236198
2332,-0.2371026526775934
1018,-0.306324172236198
805,-0.306324172236198
1805,-0.306324172236198
3765,-0.2371026526775934
3989,-0.2371026526775934
2814,-0.2371026526775934
751,-0.306324172236198
1597,-0.306324172236198
792,-0.306324172236198
309,-0.306324172236198
1182,-0.306324172236198
3342,-0.2371026526775934
2314,-0.2371026526775934
598,-0.306324172236198
1563,-0.306324172236198
401,2.7061125654622176
86,-0.306324172236198
3167,-0.2371026526775934
1233,-0.306324172236198
1504,-0.306324172236198
2776,-0.2371026526775934
2371,-0.2371026526775934
3093,-0.2371026526775934
1429,-0.306324172236198
849,-0.306324172236198
3764,-0.2371026526775934
893,-0.306324172236198
3529,-0.2371026526775934
2783,-0.2371026526775934
98,-0.306324172236198
2487,-0.2371026526775934
2379,-0.2371026526775934
1446,-0.306324172236198
3272,-0.2371026526775934
392,-0.306324172236198
3826,-0.2371026526775934
607,-0.306324172236198
3217,-0.2371026526775934
2187,-0.2371026526775934
3307,-0.2371026526775934
1799,-0.306324172236198
3159,-0.2371026526775934
3021,-0.2371026526775934
3242,-0.2371026526775934
4026,-0.2371026526775934
1574,2.7061125654622176
2818,-0.2371026526775934
3815,-0.2371026526775934
3594,-0.2371026526775934
2763,-0.2371026526775934
3708,-0.2371026526775934
3161,-0.2371026526775934
191,-0.306324172236198
3845,-0.2371026526775934
1735,-0.306324172236198
3557,-0.2371026526775934
2400,-0.2371026526775934
3020,-0.2371026526775934
122,-0.306324172236198
363,-0.306324172236198
974,-0.306324172236198
70,-0.306324172236198
853,5.718549303160633
3092,-0.2371026526775934
627,-0.306324172236198
1466,-0.306324172236198
4008,-0.2371026526775934
851,-0.306324172236198
298,-0.306324172236198
3631,-0.2371026526775934
1561,-0.306324172236198
2162,-0.2371026526775934
1312,2.7061125654622176
621,-0.306324172236198
3055,-0.2371026526775934
3309,-0.2371026526775934
215,-0.306324172236198
1999,-0.306324172236198
2618,-0.2371026526775934
3246,-0.2371026526775934
796,-0.306324172236198
4007,-0.2371026526775934
1186,2.7061125654622176
2862,-0.2371026526775934
2922,-0.2371026526775934
2444,-0.2371026526775934
703,-0.306324172236198
3067,-0.2371026526775934
3861,-0.2371026526775934
47,-0.306324172236198
1332,-0.306324172236198
2956,-0.2371026526775934
509,-0.306324172236198
73,-0.306324172236198
781,2.7061125654622176
1331,2.7061125654622176
2108,-0.2371026526775934
1548,-0.306324172236198
1136,2.7061125654622176
486,-0.306324172236198
1639,-0.306324172236198
3418,-0.2371026526775934
185,-0.306324172236198
2061,-0.2371026526775934
300,-0.306324172236198
1622,-0.306324172236198
1618,-0.306324172236198
178,-0.306324172236198
3450,-0.2371026526775934
985,-0.306324172236198
2835,-0.2371026526775934
2876,-0.2371026526775934
2745,-0.2371026526775934
1951,-0.306324172236198
3083,-0.2371026526775934
1945,-0.306324172236198
2530,-0.2371026526775934
1264,-0.306324172236198
329,5.718549303160633
2585,-0.2371026526775934
405,-0.306324172236198
2005,-0.306324172236198
328,-0.306324172236198
3391,-0.2371026526775934
3165,-0.2371026526775934
2741,-0.2371026526775934
1348,-0.306324172236198
2144,-0.2371026526775934
438,-0.306324172236198
1187,-0.306324172236198
2643,-0.2371026526775934
3409,-0.2371026526775934
1077,-0.306324172236198
190,-0.306324172236198
2864,-0.2371026526775934
288,-0.306324172236198
3483,-0.2371026526775934
25,-0.306324172236198
874,-0.306324172236198
3490,-0.2371026526775934
10,-0.306324172236198
1330,2.7061125654622176
3982,-0.2371026526775934
3712,-0.2371026526775934
1436,-0.306324172236198
1310,2.7061125654622176
1371,-0.306324172236198
3508,-0.2371026526775934
1837,-0.306324172236198
1890,-0.306324172236198
3289,-0.2371026526775934
3936,-0.2371026526775934
554,-0.306324172236198
2385,-0.2371026526775934
2093,-0.2371026526775934
2517,-0.2371026526775934
3069,-0.2371026526775934
3264,-0.2371026526775934
3011,-0.2371026526775934
3941,-0.2371026526775934
988,-0.306324172236198
46,-0.306324172236198
1689,-0.306324172236198
946,-0.306324172236198
3694,-0.2371026526775934
1220,-0.306324172236198
549,-0.306324172236198
2309,-0.2371026526775934
1686,-0.306324172236198
1459,-0.306324172236198
1321,-0.306324172236198
1214,5.718549303160633
2326,-0.2371026526775934
3377,3.9929765313757546
52,-0.306324172236198
1701,-0.306324172236198
2414,-0.2371026526775934
2802,-0.2371026526775934
1318,-0.306324172236198
1573,2.7061125654622176
521,-0.306324172236198
2953,-0.2371026526775934
1758,2.7061125654622176
3604,-0.2371026526775934
3654,-0.2371026526775934
2587,-0.2371026526775934
3231,-0.2371026526775934
1764,-0.306324172236198
1252,-0.306324172236198
3115,-0.2371026526775934
3176,-0.2371026526775934
3089,-0.2371026526775934
3580,-0.2371026526775934
1877,-0.306324172236198
3461,-0.2371026526775934
1129,-0.306324172236198
3182,-0.2371026526775934
552,-0.306324172236198
3528,-0.2371026526775934
3542,-0.2371026526775934
3052,-0.2371026526775934
2533,3.9929765313757546
2292,-0.2371026526775934
3100,-0.2371026526775934
2909,-0.2371026526775934
1853,-0.306324172236198
3046,-0.2371026526775934
679,-0.306324172236198
492,-0.306324172236198
1426,5.718549303160633
3792,-0.2371026526775934
1194,-0.306324172236198
3714,-0.2371026526775934
2469,-0.2371026526775934
911,-0.306324172236198
277,-0.306324172236198
3549,-0.2371026526775934
2546,-0.2371026526775934
1679,-0.306324172236198
3808,-0.2371026526775934
2190,-0.2371026526775934
2094,-0.2371026526775934
413,-0.306324172236198
418,-0.306324172236198
541,-0.306324172236198
1410,-0.306324172236198
8,-0.306324172236198
3228,-0.2371026526775934
3303,-0.2371026526775934
1328,-0.306324172236198
2475,-0.2371026526775934
281,-0.306324172236198
1926,-0.306324172236198
480,-0.306324172236198
1848,2.7061125654622176
1617,-0.306324172236198
3292,-0.2371026526775934
1485,-0.306324172236198
306,-0.306324172236198
3200,-0.2371026526775934
2617,-0.2371026526775934
957,-0.306324172236198
3955,-0.2371026526775934
121,-0.306324172236198
3429,-0.2371026526775934
2047,-0.2371026526775934
1314,-0.306324172236198
1920,-0.306324172236198
1933,-0.306324172236198
2146,-0.2371026526775934
2467,-0.2371026526775934
1336,-0.306324172236198
2823,-0.2371026526775934
668,-0.306324172236198
472,-0.306324172236198
2024,-0.2371026526775934
2522,-0.2371026526775934
3555,-0.2371026526775934
3947,-0.2371026526775934
1754,-0.306324172236198
3251,-0.2371026526775934
2179,-0.2371026526775934
2668,-0.2371026526775934
2558,-0.2371026526775934
1901,2.7061125654622176
3348,-0.2371026526775934
3444,-0.2371026526775934
3569,-0.2371026526775934
3111,-0.2371026526775934
1351,-0.306324172236198
3737,-0.2371026526775934
2142,-0.2371026526775934
1235,-0.306324172236198
725,-0.306324172236198
1930,-0.306324172236198
441,-0.306324172236198
1159,-0.306324172236198
296,-0.306324172236198
823,-0.306324172236198
61,-0.306324172236198
1379,2.7061125654622176
2471,-0.2371026526775934
1780,-0.306324172236198
3077,-0.2371026526775934
1903,-0.306324172236198
2880,3.9929765313757546
2229,-0.2371026526775934
1281,-0.306324172236198
3739,-0.2371026526775934
949,-0.306324172236198
1842,-0.306324172236198
75,-0.306324172236198
1771,-0.306324172236198
3961,-0.2371026526775934
293,-0.306324172236198
987,-0.306324172236198
3701,-0.2371026526775934
2393,-0.2371026526775934
3671,-0.2371026526775934
2127,-0.2371026526775934
244,-0.306324172236198
3667,-0.2371026526775934
1093,5.718549303160633
3532,-0.2371026526775934
1283,-0.306324172236198
3383,-0.2371026526775934
2424,-0.2371026526775934
181,-0.306324172236198
1652,-0.306324172236198
1716,-0.306324172236198
1621,2.7061125654622176
2844,-0.2371026526775934
3670,-0.2371026526775934
1322,-0.306324172236198
3346,-0.2371026526775934
63,-0.306324172236198
1502,2.7061125654622176
3497,-0.2371026526775934
2881,-0.2371026526775934
3643,-0.2371026526775934
331,-0.306324172236198
15,-0.306324172236198
764,-0.306324172236198
1772,-0.306324172236198
2042,-0.2371026526775934
973,-0.306324172236198
2723,-0.2371026526775934
1408,-0.306324172236198
3386,-0.2371026526775934
828,-0.306324172236198
2126,-0.2371026526775934
3075,-0.2371026526775934
270,-0.306324172236198
1769,-0.306324172236198
2634,-0.2371026526775934
897,2.7061125654622176
1061,-0.306324172236198
1537,-0.306324172236198
896,-0.306324172236198
3435,-0.2371026526775934
134,-0.306324172236198
3713,-0.2371026526775934
910,-0.306324172236198
968,-0.306324172236198
630,-0.306324172236198
3359,-0.2371026526775934
1407,2.7061125654622176
1493,-0.306324172236198
2767,-0.2371026526775934
1273,-0.306324172236198
1454,-0.306324172236198
2919,-0.2371026526775934
1278,2.7061125654622176
1073,-0.306324172236198
635,-0.306324172236198
1085,-0.306324172236198
2824,-0.2371026526775934
1633,-0.306324172236198
2495,-0.2371026526775934
3258,-0.2371026526775934
802,-0.306324172236198
2942,-0.2371026526775934
3789,-0.2371026526775934
3782,-0.2371026526775934
925,-0.306324172236198
824,-0.306324172236198
1036,-0.306324172236198
3032,-0.2371026526775934
3915,-0.2371026526775934
1074,2.7061125654622176
2399,-0.2371026526775934
2002,-0.306324172236198
3927,-0.2371026526775934
854,2.7061125654622176
2488,-0.2371026526775934
2308,3.9929765313757546
3878,-0.2371026526775934
3872,-0.2371026526775934
2974,-0.2371026526775934
2234,-0.2371026526775934
3793,-0.2371026526775934
3865,-0.2371026526775934
702,2.7061125654622176
645,-0.306324172236198
816,-0.306324172236198
3063,-0.2371026526775934
636,-0.306324172236198
1768,-0.306324172236198
2969,-0.2371026526775934
1419,-0.306324172236198
4022,3.9929765313757546
1807,-0.306324172236198
1470,-0.306324172236198
103,-0.306324172236198
1870,-0.306324172236198
2413,-0.2371026526775934
1377,-0.306324172236198
589,-0.306324172236198
20,-0.306324172236198
2926,-0.2371026526775934
1593,2.7061125654622176
3972,-0.2371026526775934
793,-0.306324172236198
3218,-0.2371026526775934
1397,-0.306324172236198
1222,-0.306324172236198
1289,-0.306324172236198
969,-0.306324172236198
1482,-0.306324172236198
798,-0.306324172236198
228,-0.306324172236198
3935,-0.2371026526775934
3513,-0.2371026526775934
934,-0.306324172236198
2808,-0.2371026526775934
3635,-0.2371026526775934
307,-0.306324172236198
2419,-0.2371026526775934
397,-0.306324172236198
914,-0.306324172236198
1306,-0.306324172236198
3523,-0.2371026526775934
2899,3.9929765313757546
1709,-0.306324172236198
3316,-0.2371026526775934
2120,-0.2371026526775934
3201,-0.2371026526775934
2934,-0.2371026526775934
850,-0.306324172236198
1538,-0.306324172236198
130,-0.306324172236198
3091,-0.2371026526775934
219,-0.306324172236198
460,-0.306324172236198
3485,-0.2371026526775934
3697,-0.2371026526775934
1918,-0.306324172236198
423,-0.306324172236198
292,-0.306324172236198
2358,-0.2371026526775934
2324,-0.2371026526775934
696,-0.306324172236198
1688,-0.306324172236198
1939,2.7061125654622176
2573,-0.2371026526775934
2985,-0.2371026526775934
175,-0.306324172236198
2913,-0.2371026526775934
2347,-0.2371026526775934
4019,-0.2371026526775934
1043,-0.306324172236198
3796,-0.2371026526775934
247,-0.306324172236198
1259,-0.306324172236198
1651,-0.306324172236198
835,-0.306324172236198
1897,-0.306324172236198
1046,-0.306324172236198
2011,-0.306324172236198
967,-0.306324172236198
424,-0.306324172236198
895,-0.306324172236198
2821,-0.2371026526775934
3646,-0.2371026526775934
3040,-0.2371026526775934
2218,-0.2371026526775934
2040,-0.2371026526775934
3220,-0.2371026526775934
979,-0.306324172236198
682,-0.306324172236198
3736,-0.2371026526775934
1882,-0.306324172236198
2231,-0.2371026526775934
867,-0.306324172236198
3426,-0.2371026526775934
1766,-0.306324172236198
3570,-0.2371026526775934
594,2.7061125654622176
2097,-0.2371026526775934
779,2.7061125654622176
3263,-0.2371026526775934
1500,-0.306324172236198
1560,-0.306324172236198
1033,-0.306324172236198
3475,-0.2371026526775934
3243,-0.2371026526775934
2631,-0.2371026526775934
2307,-0.2371026526775934
2452,-0.2371026526775934
42,2.7061125654622176
1205,-0.306324172236198
4024,-0.2371026526775934
3042,3.9929765313757546
993,-0.306324172236198
3215,-0.2371026526775934
2611,-0.2371026526775934
3560,-0.2371026526775934
2948,-0.2371026526775934
2022,-0.2371026526775934
653,-0.306324172236198
3992,-0.2371026526775934
1680,-0.306324172236198
3379,-0.2371026526775934
150,-0.306324172236198
3746,-0.2371026526775934
1676,-0.306324172236198
3918,-0.2371026526775934
2610,-0.2371026526775934
2979,-0.2371026526775934
2268,3.9929765313757546
617,-0.306324172236198
484,-0.306324172236198
2983,-0.2371026526775934
551,-0.306324172236198
2177,-0.2371026526775934
3173,-0.2371026526775934
749,-0.306324172236198
3980,-0.2371026526775934
465,-0.306324172236198
3035,-0.2371026526775934
718,-0.306324172236198
3517,3.9929765313757546
3288,-0.2371026526775934
2494,-0.2371026526775934
1965,-0.306324172236198
97,-0.306324172236198
2578,-0.2371026526775934
